"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"A0A3Q1ME08|A0A3Q1ME08_BOVIN","79138.67025","166912.3915","233179.2675","1768175.148","368956.3168","829351.4164","2065259.548","592130.1422","2585683.793","2104511.229","1640101.269","33139.57377","2445796.779","1225505.377","47186.93072","32028.74806","468352.3702","135813.4599","410135.8119","2059810.479","1574635.499","1560071.92","1919553.107","1886539.113","2547150.776","218888.3466","2844436.983","56274.33578","93166.31701","2951533.295","1966535.427","1397477.304"
"A0A3Q1LPN3|A0A3Q1LPN3_BOVIN","25900.73955","26009.15321","5523.669488","0","42533.34931","148745.6097","133400.3165","0","0","0","0","0","0","4203.89639","0","0","4666.844775","29784.68225","0","0","0","0","130161.3489","0","366634.0478","119603.9111","68820.42789","9799.365126","0","116610.0085","0","269284.2124"
"A6QLS9|A6QLS9_BOVIN;A0A140T898|A0A140T898_BOVIN","187586.2082","173463.0179","160943.0844","175002.3077","179284.7035","207032.4226","194946.0996","205285.9683","117370.3088","171786.4158","183881.8428","160737.1442","218954.2173","118384.2313","156758.8105","153566.8526","177529.2076","179615.4612","181618.2243","219964.9725","182694.5962","196969.207","209745.9659","165242.8215","138674.3869","169828.0422","186754.1839","172892.686","160310.1186","133265.0305","215795.0003","200506.881"
"A0A3Q1LKZ2|A0A3Q1LKZ2_BOVIN","100098.9468","157300.3347","7828.824673","29554.20505","95806.1117","73709.6763","54561.07031","236398.1442","3434.682619","141876.6119","175188.4465","17403.69837","7566.14296","222411.3537","211.9441824","20041.32364","160277.9737","80492.82041","592.8438895","216969.5811","22333.51554","8071.986127","2160.040302","30874.91529","0","14390.4868","2715.691013","31327.12039","28030.65958","22969.87522","1462.778228","0"
"A0A3Q1MM55|A0A3Q1MM55_BOVIN","996234.9751","1159071.038","1602660.774","1061635.645","972556.4177","1072157.844","959405.6045","1079760.871","1139535.972","1048084.711","1020265.946","1128872.637","1218827.379","1180818.156","1011498.386","966148.6791","1133829.468","1115510.445","983010.5972","1004174.891","1061424.189","1270923.944","1030091.862","1011265.772","878830.0091","985511.6523","1116313.69","912951.0602","1102869.058","1051173.662","1317458.086","1189969.44"
"Q6T8D8|TELT_BOVIN","4589894.899","6343467.015","7002339.552","4580696.373","5364964.843","6224775.909","6722088.537","6096980.876","5650613.653","5820337.953","4691293.206","4559545.752","5128185.739","5964537.177","4726838.551","4737641.826","5089083.759","5069853","3808277.279","4438999.625","4132528.015","5134876.099","7080018.62","4458532.43","9314669.077","5693899.499","5028298.04","5487423.843","5427020.864","5669681.125","6432186.488","6291002.701"
"Q9N0V4|GSTM1_BOVIN;E1BH17|E1BH17_BOVIN;A0A3Q1LFR2|A0A3Q1LFR2_BOVIN;A0A3Q1LY34|A0A3Q1LY34_BOVIN;A0A3Q1NG91|A0A3Q1NG91_BOVIN","1007984.552","1256768.428","810034.5794","634700.9509","874159.0878","551683.3547","1440119.099","1307203.023","1024512.2","629840.5032","915381.373","780883.7207","743433.2144","1427341.577","473532.9859","610152.0684","976283.7493","1216422.923","581201.764","867383.0619","1294456.263","987859.8654","879594.6549","1000318.544","563890.3763","1604042.634","981809.9771","466329.7635","568475.8055","769022.1037","707496.0093","364512.0918"
"E1BE20|E1BE20_BOVIN","595983.0622","653494.6774","708988.234","532583.5926","566082.1504","442850.0463","466583.5212","518228.959","616566.085","459410.5531","530179.5378","630791.4915","501190.8351","693875.839","529812.4614","459748.7414","604326.1253","608642.9758","423427.95","527684.174","498643.711","709911.6158","512903.9416","507390.8592","541819.869","487588.6673","469691.3218","445820.1677","531834.6677","467212.7947","533045.9115","477405.184"
"A0A3Q1MJY6|A0A3Q1MJY6_BOVIN","14935178.4","15785986.08","3445547.881","7188552.821","12377243.35","2480439.264","9882390.557","12096767.3","11156522.63","3419010.164","19383828.29","14503388.85","5921970.82","20730458.99","14616871.92","11477010.68","27733932.75","20037124.57","13309374","19041957.28","15882832.63","4461875.484","9938833.676","19459307.98","10564834.02","16439252.21","13508077.97","6910991.96","5253361.55","10976411.44","8872122.636","13595842.38"
"A0A3Q1LV36|A0A3Q1LV36_BOVIN;Q3B7N3|Q3B7N3_BOVIN","178620.5282","131882.3126","162542.4586","188428.9425","137715.1385","152008.9686","210820.3627","172850.8751","257256.6055","128898.5832","146932.8893","258451.9593","243527.7815","171520.2522","207737.9717","236355.1026","234862.2647","292749.3674","205241.1558","298214.7643","241128.5927","138305.2517","177739.726","197778.4014","140866.8734","178356.4054","222581.0537","177701.5848","142836.4452","190611.4637","343695.4546","255361.851"
"F1MUJ0|F1MUJ0_BOVIN","2572970.828","2841687.019","3471071.91","3353262.006","2494010.319","2844745.74","2779278.002","3157692.216","3035331.299","2523103.398","2578077.976","2823153.072","3041219.551","3356480.373","2651428.326","2571639.971","3005710.801","2970713.34","2507776.775","2663013.722","2469410.887","2883837.421","2136827.194","2526970.966","1908514.518","2459213.854","2648684.198","2151455.241","2668791.544","2354933.291","3566074","2746467.672"
"E1BAV1|E1BAV1_BOVIN","11220.72823","8902.656635","22795.61928","11429.44248","113402.6524","50188.57504","93351.54238","1465.296641","96623.05644","73362.48434","48098.14742","3978.714909","18030.9626","75368.98569","62837.22728","15272.05636","26180.38025","9725.512482","85611.52912","47662.34045","20421.76002","17111.98137","31403.13123","28279.81042","36445.86054","44361.66807","39436.37164","62397.88563","40724.12278","66238.39188","9348.706033","15284.3256"
"F1MUR2|F1MUR2_BOVIN","63641970.41","67202959.87","82489044.06","81864225.72","63202542.05","65983157.93","70898214.91","70193419.56","70855779.25","63564258.89","63534695.33","82584236.09","78197934.3","75514391.79","73515725.37","76944419.32","67491458.96","75221346.79","81477119.27","72868168.03","63929801.17","89016056.14","68664090.12","76874478.2","59103633.24","65815206.71","66695105.33","76321781.01","85697874.02","65515216.66","89975345.4","80823442.67"
"A0A3Q1MHL7|A0A3Q1MHL7_BOVIN","4321519.924","9761755.125","8683058.74","8827860.33","4623094.315","4586221.358","6515398.628","5619390.269","6508619.902","3880963.792","3746950.472","5705012.198","6387133.597","2579879.227","8430050.519","8767911.077","4014170.576","7154591.52","7211849.282","4474556.071","5507466.259","6923016.942","4014697.059","3106755.04","2936818.315","3938140.205","3906710.884","10525181.15","9468679.612","4010642.943","2486194.377","2242582.482"
"P21793|PGS2_BOVIN","1121435.936","1488261.296","772476.3705","1132953.925","976544.7306","918029.4823","1700643.396","1043933.766","1577195.601","1842499.739","1479876.282","3419197.597","650409.1882","1234710.129","5572466.875","2869589.017","1216754.01","1059513.15","1046988.374","1665840.247","1697803.897","951169.785","926888.3112","1671337.506","1522026.487","1107154.996","1006115.788","2148266.049","1438784.286","1222284.249","1576946.904","1282360.569"
"Q04467|IDHP_BOVIN;A0A140T8A5|A0A140T8A5_BOVIN","5097077.694","3610570.548","3176403.786","6001669.184","8162090.964","10923956.56","5574665.903","4932975.155","2812180.358","5436368.707","8006427.563","2692113.301","6239917.857","4469724.38","3928538.832","4370695.334","8520124.481","5119110.398","3518545.875","6006787.859","6200049.499","3994288.399","7920313.535","5713679.562","5819400.644","6589892.097","5935974.496","3324253.987","2825256.79","3956753.641","7233772.841","6778206"
"A5D7E8|A5D7E8_BOVIN","192313.8736","108559.7966","106711.9896","136796.6521","220002.5815","191175.9881","205096.1292","89544.54709","82893.42346","165723.191","59556.35079","104071.4199","169195.4618","134767.4972","135959.2573","157005.3116","110490.1853","103633.4484","131929.933","162651.0081","140375.412","114272.1046","278962.4229","62931.86281","149171.2464","182354.0496","142421.9615","342115.9373","174886.2284","165413.5684","189584.3194","207483.5552"
"A5PK37|A5PK37_BOVIN","1765404.278","1904879.989","2542009.767","1725517.533","1602742.256","1496613.827","1284241.988","1788944.987","1858622.389","1757106.605","1721208.02","1864923.066","2184442.332","2127841.736","1851308.79","1804778.773","1972968.229","2045509.978","1702864.634","1830371.649","2042636.991","2016872.758","1404522.422","1771597.733","607087.9183","1526987.162","1644917.723","1389966.417","1996430.392","1587041.11","2268893.422","1651271.885"
"G3N2L2|G3N2L2_BOVIN","1957489.676","1746907.474","2504252.081","1358907.962","1400960.346","2276614.479","1479169.016","1420972.6","550906.6631","1722049.895","1553206.181","2868762.43","2173746.383","2615869.839","1186502.065","2283932.196","1998940.136","1724586.1","774532.2423","2090725.751","2164436.226","3186044.146","2087707","2220244.721","1717223.444","2146700.889","2056735.724","916696.4556","3128299.012","1857405.517","3206264.893","1840372.099"
"F1MGN1|F1MGN1_BOVIN","18112.02944","33280.90771","50892.9256","25354.09134","23637.81332","33806.00417","27657.01744","26150.5909","8202.390231","14606.06116","36705.4832","16022.76685","24408.2364","32256.14811","16377.00756","23504.99921","35359.24507","28891.74217","32285.36849","26086.25531","19963.4798","28806.73365","30971.12138","27969.22031","5299.135476","31285.91168","31938.8662","9840.410181","12091.06605","5816.517486","24324.8158","15480.53695"
"A0A3Q1MJ74|A0A3Q1MJ74_BOVIN","6426331.169","5254757.556","8867717.652","5773958.223","6703100.776","8220680.779","5069411.332","5462395.312","5780098.654","5903154.271","6955289.967","6027012.948","7909868.071","7235612.782","5767174.841","5816347.666","6624409.524","6896298.98","6128877.305","7484783.921","7199274.981","5877506.262","7639645.689","5951516.456","6098890.727","5585278.611","5853157.416","4379582.354","6973764.937","5569698.33","10365577.63","7232814.291"
"E1BDF5|E1BDF5_BOVIN","33076.79016","21261.1843","13146.89995","14517.54768","4311.091757","40854.80672","6819.406496","32923.09091","42057.27632","28475.05003","11882.36975","8186.142997","7992.462623","404.1208607","8270.677894","4632.725746","1794.671447","38384.17397","39921.97375","76948.49755","12406.2053","26953.19786","12111.34171","7549.013006","15534.92618","29257.83359","53042.31451","17002.89466","2780.77323","9251.412285","8554.0561","55069.95722"
"P12344|AATM_BOVIN","7878568.997","6647469.108","6796173.643","8619274.002","12810922.86","13837905.26","11610951.34","9559757.068","4923051.364","7832631.264","11747945.95","3292824.508","7379819.512","6002036.223","6425909.922","7693650.105","14089013.81","9702773.76","5800501.422","7578476.395","8772553.782","5541160.123","9874392.356","8693353.85","7387989.345","9719085.206","9683207.752","6454188.037","4755535.879","5908744.412","10657158.35","9354249.221"
"Q02373|NDUBA_BOVIN","305339.0656","220402.8338","170817.3417","244876.1389","467810.8016","663878.6493","315152.1673","169751.6853","65552.80865","248189.9148","542800.414","130234.833","315406.4551","200018.5726","212101.9861","264187.5317","524606.14","243095.2532","114935.6045","266346.9352","350011.3621","146058.1117","437456.4489","387589.0449","180233.2958","212497.9382","349270.1227","155777.3826","127231.6981","190418.1225","318307.5707","330610.2233"
"F1MC11|F1MC11_BOVIN;A0A3Q1M2I5|A0A3Q1M2I5_BOVIN;A0A140T867|A0A140T867_BOVIN;G3N2P6|G3N2P6_BOVIN;A0A3Q1M4F4|A0A3Q1M4F4_BOVIN;P05785|K1C14_BOVIN;G3MX98|G3MX98_BOVIN;A0A3Q1LRG4|A0A3Q1LRG4_BOVIN;A6QQQ9|K1C20_BOVIN","12577956.09","5976451.305","8633430.936","10088668.19","5513126.746","11038158.58","4146774.593","7856117.691","14842592.97","7177936.351","8042048.125","5051224.349","6409785.396","2981780.971","4864417.445","2180483.179","5662545.084","10283876.39","7266289.638","14492846","7436746.207","6952615.661","4627743.183","2874544.222","7865268.571","13790028.58","29008442.19","8673857.65","4904261.818","5543367.232","3761996.269","16318342.39"
"A0A452DIX3|A0A452DIX3_BOVIN","319984346.3","296300455.9","336136258.6","311988475","275352877.4","315625562.7","303593762.7","342257755.6","258400917.8","332093810","364520360","442890738.3","302734493.2","368454043.2","339720657.2","425543484.6","335201045.5","318619615.6","277127195.3","342409880.6","330969284","366788026.2","276158659.1","383478426.1","241705059.4","296619365.8","304866865.5","321099840.1","395950649.5","311561062.9","345958713.4","346461162.7"
"O02691|HCD2_BOVIN","24869.8668","18045.20418","0","8233.007902","43295.37898","0","50081.6701","64328.46585","22756.04548","0","28542.10313","0","0","7041.355913","0","0","23254.45818","0","0","45901.96905","28554.34165","0","11591.30952","18052.48549","8043.334671","12197.3056","8750.099548","10067.20727","0","8335.888904","0","4613.385012"
"A0A3Q1LV98|A0A3Q1LV98_BOVIN;A0A3Q1M304|A0A3Q1M304_BOVIN;A0A3Q1LU35|A0A3Q1LU35_BOVIN;E1BE25|E1BE25_BOVIN;A0A3Q1M0Y7|A0A3Q1M0Y7_BOVIN","156585901.6","161374137.5","288216371.7","210220301.3","221012017","267751212.8","181936282.9","224666342.1","182796874","156636079.1","163243860.7","120847446.7","279803340.5","193796208.8","126312436.3","136433872","186925038.9","180996163.6","180299839.8","190727760.6","242918717.1","185379097.5","210681565.2","185126785.6","153729859","199221844.7","158135138.4","127153505","195738067.9","162101251.6","265069387.7","201195733.6"
"F1N099|F1N099_BOVIN","143747.8364","57040.1863","194636.4822","103819.9708","88011.72395","143124.8294","72351.42364","44710.14554","221837.8419","314456.9303","112232.6722","200934.3045","116263.1219","178483.6027","208124.2409","174580.0828","106901.4472","55288.36843","144908.3952","159708.9942","40596.01057","236010.8959","44893.05049","141386.0423","123335.2857","123762.7146","234998.7416","569902.6192","446666.4388","113771.1114","363569.0925","139731.5845"
"A0A3Q1M5R4|A0A3Q1M5R4_BOVIN;A0A3Q1M4R3|A0A3Q1M4R3_BOVIN","5042714.695","3769038.308","5057740.209","4156108.64","5303241.103","7198357.316","5471742.113","5422144.099","4058261.075","6090249.467","8804878.735","3409039.565","7396440.041","5715611.002","3838141.186","2602090.076","8777195.664","4918936.691","2994776.597","7428228.088","9550389.452","4766945.619","9844918.081","5511309.905","8026990.825","6902087.068","6309829.469","2641443.226","2839129.694","6995929.67","10688544.76","6656231.103"
"A0A3Q1LP09|A0A3Q1LP09_BOVIN","754609.2448","847774.4733","1099916.7","715610.3561","987124.2456","868802.6428","1132497.546","1472374.184","1018107.349","837022.5943","776911.038","811624.7058","969661.9447","1033137.441","615983.7775","505030.4837","816542.4935","938702.2329","740333.602","762257.773","819963.129","944518.2494","839710.6186","823496.4061","666340.9877","899749.1795","814824.6001","543354.3162","508243.0825","834297.516","958198.331","769685.4235"
"G3MZC5|AP5B1_BOVIN","135122.8641","265641.7234","75841.61601","194370.9836","130697.3016","160536.7638","350419.6946","192102.865","271324.1866","206164.0286","149302.0528","105430.0315","194209.0349","94624.93061","228468.8026","185781.0062","112462.7364","202562.7891","123630.8157","87115.56162","89097.66604","186346.1313","129771.6441","134597.2114","81547.91025","186446.2177","123382.2705","164013.142","156608.757","40073.18127","35482.55339","0"
"E1B7Z4|E1B7Z4_BOVIN","7329.894325","6956.136101","4812.257799","14034.89392","4973.33543","2753.921744","7829.211167","7385.990542","10367.22935","6675.884733","4467.667573","3530.639702","3798.20372","4062.733716","5835.978774","4352.601572","5116.48756","6031.029562","3832.066534","3904.20396","4555.981418","5718.819991","4292.194445","5616.047398","7067.335265","5611.388866","4873.666158","10495.872","5665.629809","6666.727251","250.8514539","3452.196485"
"A0A3Q1LN49|A0A3Q1LN49_BOVIN","1200572.177","1356634.838","1602556.124","2018819.589","1266359.15","1454055.437","1469760.368","1771887.029","1301204.517","1198059.745","1356692.931","1217010.618","1315514.986","1491920.648","1451898.631","1263334.744","1313654.472","1627538.726","1091314.988","1147870.582","1079614.19","1336208.502","1020754.561","1306852.964","1031340.152","1151011.324","1124236.093","981167.3303","1177637.118","1303566.473","1599483.529","1592612.012"
"Q5KR48|TPM2_BOVIN","34144037.53","42608494.31","22925300.35","46392805.46","27782474.01","23282032.03","45820369.61","46685464.12","49605070.48","31109915.77","25434841.47","32156377.77","41873228.9","15291717.93","38328683.93","46508668.11","21306998.91","62835204.4","28736895.9","18929516.25","34787517.49","34608926.81","26571506.99","24853703.61","20386000.6","32069231.72","24027334.67","58421291.37","47037777.82","24324626.12","18822667.33","29084506.02"
"A0A3Q1MF13|A0A3Q1MF13_BOVIN","106578.4734","52302.89156","13026.2377","20106.77549","45675.51537","156832.3433","35897.98511","18974.13391","25644.26919","163302.8935","154180.8412","29266.2535","66305.02324","93627.22426","0","75129.22413","173449.6131","121206.0184","19423.75694","101857.5801","30981.32183","22375.48153","13940.75537","39742.93942","0","34454.98064","36860.42662","20167.77607","30320.19191","45141.29616","6184.874713","35509.99774"
"A0A3Q1M9I5|A0A3Q1M9I5_BOVIN","1326024.325","1592225.819","1915015.972","1751148.19","1612093.976","1583056.894","1879168.375","1952520.238","1216949.2","1469836.033","1348479.035","1623520.818","1544941.853","1919889.996","1669354.981","1760511.058","1714255.795","1754702.798","1330445.693","1620094.658","1377083.493","1586511.343","1357212.342","1616771.257","1185280.202","1485172.183","1676178.531","1532213.81","1580792.863","1365810.819","1751754.24","1665213.988"
"F1N0H3|F1N0H3_BOVIN;A0A3Q1MM44|A0A3Q1MM44_BOVIN;P00921|CAH2_BOVIN","909521.1591","177441.1721","266133.1023","433919.4261","2447709.573","592880.9199","408939.2971","163640.8799","56606.68168","279053.3437","273321.0849","150526.9179","861152.006","52859.91818","322402.2852","509513.2548","874663.2028","135599.818","378085.0472","454179.108","283787.0466","825251.5837","447234.7019","698477.5805","254939.2611","836255.6937","1371328.321","679411.8634","312871.4785","373324.3969","873201.4094","466618.3731"
"A7YWU9|A7YWU9_BOVIN","27333.57614","35413.62678","250215.1345","92079.7192","34539.81205","155092.5214","40046.24197","73439.0255","37981.62209","284505.3119","36593.98339","281473.5641","260855.8674","39379.8254","71976.36613","190334.2254","24877.48421","34454.6789","80728.77102","38203.74938","146891.3807","225121.5875","88988.95522","237763.1734","306681.3486","194377.5927","99738.02277","140236.3084","306659.8114","140631.4532","154241.2059","112294.0712"
"G5E513|G5E513_BOVIN;G5E5T5|G5E5T5_BOVIN","19877.88586","4987.681859","723.0186363","46.23092644","18146.54811","1108.251994","0","670.968356","689.421943","8486.549694","4490.872189","522.6924357","1432.153319","26.42784288","1314.339656","4288.423704","1419.561373","780.2167964","3692.255454","4943.262099","1115.811186","712.7668586","49166.77893","5183.524415","1323.886862","0","0","0","3225.760051","137.8531456","20151.15241","8303.119682"
"A0A3Q1LG72|A0A3Q1LG72_BOVIN","1404919.9","3495350.783","411964.7033","215664.4884","1673659.531","236255.5171","4324651.844","1926942.756","1107781.625","272493.2748","267556.916","592350.9115","292381.0156","1303907.142","349012.9841","435719.7285","267070.8025","259420.0378","506704.4946","399597.2451","235092.6634","428663.9136","6341072.673","902207.9819","7278967.091","3510314.372","2742927.421","2739276.181","486588.9225","2718919.105","419292.367","1858422.269"
"F1MB01|F1MB01_BOVIN;A0A3Q1LK13|A0A3Q1LK13_BOVIN","17877.29088","87107.56837","161785.6514","208577.2304","48059.48502","151903.5895","115519.8199","62463.23471","11387.61866","107168.138","8297.709382","204874.8086","210432.7017","72373.10874","111952.5088","142889.9343","88325.56431","57847.19615","36884.50106","47835.11868","107242.6181","164555.7417","41535.98602","85432.78211","68887.08405","83830.26613","83937.1436","147157.9977","266086.6705","53245.21899","166750.7727","98009.47566"
"A0A3Q1LX27|A0A3Q1LX27_BOVIN","628025.9328","1061814.376","894391.8867","1001696.184","652838.8459","1149533.51","644846.2752","914514.4294","996104.4612","708613.109","1210041.239","2017421.785","1116698.474","1646111.144","1347892.904","1074232.352","1372900.016","554862.287","891078.3907","1312734.138","914054.9167","1719096.812","650017.4604","1353061.975","519579.6386","904448.2468","1038111.97","632222.289","1152328.091","739889.6505","984264.1393","1137708.727"
"A0A3Q1M0Y2|A0A3Q1M0Y2_BOVIN","1243314.993","1286411.489","1803122.858","1424303.277","1306333.631","1343559.963","1359636.611","1680629.412","1528130.943","1404161.345","1203711.145","1363924.177","1459243.19","1536826.554","1325610.143","1204764.018","1363918.918","1419914.98","1179441.386","1251086.499","1291845.074","1703196.989","1371009.345","1375838.856","1190186.38","1204558.28","1292507.595","1120816.07","1456596.223","1253001.42","1804351.892","1485485.274"
"E1BA64|E1BA64_BOVIN","1438419.205","1585009.381","1824638.93","1836153.497","1902983.397","1339577.183","1651056.061","1761976.262","1917819.083","1198692.317","1543518.874","1763060.2","1531321.997","1934395.37","1606840.108","1458005.381","1486573.48","1713226.827","1421951.461","1403600.855","1608926.599","1656454.214","1727128.59","1717462.073","1567324.743","1567777.493","1498865.726","1454413.47","1297137.673","1594928.772","1843758.779","1772614.91"
"A0A3Q1N2Q9|A0A3Q1N2Q9_BOVIN;A0A3Q1M363|A0A3Q1M363_BOVIN","50807130.72","54515581.18","59655547.27","64482988.62","45845097.59","48363608.76","54455235.72","55497764.01","58114924.61","52464944.12","54812026.75","66087280.46","54193622.57","63732604.39","63278555.63","67095653.94","63455698.47","61722422.92","61053611.14","58040645.13","46160271.65","61362523.41","52277138.17","64888727.22","39836877.27","47107880.14","53848315.11","63318009.3","61203920.3","57198600.53","65130799.91","54976216.35"
"P35705|PRDX3_BOVIN","63774.3462","49556.86005","11091.7566","21086.433","116300.7901","134410.1789","54961.53489","80326.63611","2676.459767","100541.8526","88585.69852","3746.623741","33846.15243","35181.73542","17964.59752","61886.8651","107569.3216","113071.6894","19669.58335","47476.59723","58019.95382","4821.555324","54861.68222","34127.69069","33997.41076","32052.90834","14532.98398","46749.60847","0.486095698","10217.87122","5101.713123","5789.352187"
"A0A3Q1MW92|A0A3Q1MW92_BOVIN;Q9XTA2|PPCE_BOVIN","70712.64492","52106.10899","72523.94867","45989.02177","54671.42252","73100.24185","38390.01457","45947.04284","33800.93989","43884.41146","48886.33483","63043.29589","70204.83685","47229.83137","55281.46793","55452.42263","46156.47546","44519.91679","65319.73993","43078.00678","68942.58097","47858.13746","56681.16093","59629.49404","42676.47352","49618.67203","50699.16198","91473.20259","45272.7673","53116.62567","42613.0517","85344.84965"
"Q148L6|DHDH_BOVIN","103852.8801","96602.09831","107217.8799","112647.5759","143401.193","138326.5572","101750.1778","129767.5019","162413.2695","126388.6835","113756.2001","163849.7634","139670.2114","130745.2891","121588.5307","159663.3969","88690.6414","97837.61916","114474.7619","123342.0206","48695.73802","140154.9072","95423.25255","150012.7588","140691.1484","82410.37595","135161.489","110411.8775","104986.1524","111276.4548","127337.9537","153469.9732"
"Q2M2T1|H2B1K_BOVIN;A0A3Q1MBN5|A0A3Q1MBN5_BOVIN;E1B8G9|E1B8G9_BOVIN;E1BDE9|E1BDE9_BOVIN;G3MWH4|G3MWH4_BOVIN;E1B7N8|E1B7N8_BOVIN;E1B896|E1B896_BOVIN;E1BPK0|E1BPK0_BOVIN;G3MZR4|G3MZR4_BOVIN;G3N0F3|G3N0F3_BOVIN","1980435.099","2244742.384","1028064.238","1031765.763","2328710.631","952933.8101","2684651.668","1209393.24","1754084.163","880212.383","1996949.694","1587106.79","973120.7739","1180658.991","992873.7874","1622492.179","1610132.737","1874214.643","1065004.444","1670272.048","2208453.363","866052.9146","1554101.418","1674806.198","1349522.392","1969504.996","1155695.454","1227888.561","949714.5507","1633572.691","1130656.716","834062.728"
"A0A452DHX8|A0A452DHX8_BOVIN","24245.12565","16432.02254","13481.38249","5243.983324","41620.66512","22217.71072","26605.48","19668.98647","21857.7162","26878.7549","24839.37153","16878.52282","7345.494066","10850.41414","6162.577424","8638.8775","22731.38611","14662.26419","5755.138239","21341.63887","17034.98959","13669.83749","8072.386806","15180.18689","5996.323992","9839.618009","16623.97547","10360.10715","8449.406379","21019.33643","28039.52743","16411.22143"
"A0A3Q1LST3|A0A3Q1LST3_BOVIN","1378908.618","1456030.634","1874505.469","1540516.241","1516507.38","1586692.479","1296083.557","1377814.851","1623074.797","1501770.792","1459406.325","1482332.281","1551464.697","1911943.121","1516582.26","1470438.598","1581039.932","1641442.821","1461318.052","1422045.084","1393007.639","1766195.282","1292529.278","1466457.2","1289184.825","1349515.528","1424327.934","1207109.814","1427074.197","1369223.778","1848494.602","1648065.603"
"P19858|LDHA_BOVIN;A0A3Q1LY19|A0A3Q1LY19_BOVIN","195307113.8","188481745.2","85443859.49","127131873.6","139396829","62194099.28","166534382.3","164948240.9","161583466.5","91328118.61","214946023.9","188055842.4","90732427.61","215551579.5","182329078.9","176709212.5","225441946.4","187593281.4","178788076.2","192421204.6","153547851.2","110559764","133344399.2","189321131.9","119171090","176137518.4","145296341.5","120311960.9","89109026.25","149903365.7","83372929.87","157972817.6"
"A0A3Q1LSN6|A0A3Q1LSN6_BOVIN","234454.7894","104527.2145","1242551.331","187995.3477","123386.5895","601500.76","243832.7367","119070.5876","104590.173","228039.6302","179077.5831","1207557.917","242708.3952","1656216.84","1509907.087","232280.481","255618.9679","1973622.369","188758.6349","977183.8854","1799897.082","371832.9239","149743.0571","214033.9929","138608.4651","175702.2551","193473.9854","1071514.023","620594.5661","166803.7785","309550.8961","249001.7609"
"F1MFW9|F1MFW9_BOVIN","5246034.5","2509696.308","4331870.335","2573844.311","1735532.082","7355697.434","2745739.915","2345416.685","3791817.732","6474581.099","2174733.571","1556491.027","3756700.309","1353867.083","1796644.569","3743764.479","1091056.081","7385783.498","4324276.882","2248875.4","3216158.463","6729641.495","3524627.744","1657080.348","3384782.748","3221623.064","9231940.655","6372723.096","5860333.417","3357648.803","3261878.44","9801762.623"
"A0A3Q1LIX4|A0A3Q1LIX4_BOVIN","97168878.25","96473802.44","82087711.8","113336192.5","71152776.05","66453115.92","97955980.61","118714317.2","88257451.39","59725057.1","95591268.11","110321315.5","106781321.4","94919149.61","103724688.5","94378805.07","123464072.6","99057307.38","95012461.57","109241881.6","75162707.42","105865578.5","82864652.94","96932063.77","58511553.84","86677561.54","81320323.32","67111857.45","97235059.41","86564324.38","82548497.5","111052406.9"
"E1BDE7|E1BDE7_BOVIN","208460.1791","308073.8525","146071.1722","1094906.896","630463.9467","436618.4896","818620.4108","292235.1113","1144110.57","1772063.138","971826.0964","1448.289375","1491238.677","849478.8772","450937.1826","24.14394209","503123.8762","253265.4282","422408.5592","1283664.542","975975.8806","983236.2151","977243.9089","1002936.212","1182802.894","230650.6251","1175707.883","9578.502411","3634.396721","1207226.982","1451399.974","1036551.114"
"A0A3Q1M578|A0A3Q1M578_BOVIN","2659945.951","3132444.138","3988476.959","1866456.158","1968634.148","2886737.903","2962452.535","1891410.421","1980769.615","2903653.258","1835513.318","1812012.83","2651177.29","2986850.739","1629842.882","1638067.16","1964631.395","1969972.019","1648505.082","1981794.704","1744531.789","2697764.074","5971213.276","2423658.064","2356226.007","3591412.298","3639375.393","1991124.182","2904855.613","3378108.471","3772882.762","2683024.025"
"A0A452DII8|A0A452DII8_BOVIN","40304237.2","33132322.12","26779914.1","38564617.4","58363512.56","63197948.82","44787855.07","39439822.12","27275185.65","34914365.16","57769087","26311020.67","35143773.11","39749924.43","30880659.35","37614342.48","59350374.1","42687256.8","28117043.28","41163786.08","52293729","26443350.13","50338237.25","48509179.24","35551233.71","41529513.6","43223518.63","29191128.57","22200158.3","33135993.12","45648956.31","44698842.15"
"Q3ZBD4|SMPX_BOVIN","73555.38417","35778.09371","44606.92832","18395.74225","84467.53002","327868.8498","75849.71677","39168.4505","107.6690111","51684.18352","0","217178.7986","55598.63148","39716.92034","67768.51329","188037.3225","61282.72583","51505.23942","9134.512879","85170.32754","277242.8286","150973.0832","138322.1931","213897.1618","116534.3573","320647.1316","74673.71543","6038.367981","307851.7311","41852.23563","246613.4087","31445.16992"
